2012-10-17 19:35:53	1026929	1274216	3	Average value
2012-10-17 20:46:04	1148841	1274673	1	This overcharging must be a mistake
2012-10-18 08:23:04	1230008	1274657	3	I think it is average
2012-10-18 09:26:53	1042696	1273779	3	Value of product was just alright
2012-10-18 12:22:52	1225036	1273769	2	The value was OK
2012-10-18 15:01:55	1227963	1274163	4	OK value
2012-10-18 16:46:45	1251278	1273666	5	Worth the money
2012-10-18 22:20:48	1116333	1274021	3	I feel it is decent
2012-10-19 04:34:53	1163017	1274580	4	I have used better
2012-10-19 16:05:07	1223676	1274673	1	This item is overpriced
2012-10-19 17:43:46	1067148	1274268	4	This is a decent product
2012-10-19 18:46:00	1112692	1273717	5	A quality product
2012-10-19 23:58:31	1180872	1274673	1	This is much too expensive
2012-10-20 00:50:58	1154724	1274140	3	Average quality
2012-10-20 03:11:16	1249566	1274603	3	I felt it was average
2012-10-20 09:31:47	1214050	1273968	4	Value of product was just alright
2012-10-20 15:43:20	1101957	1273871	5	This was a good choice
2012-10-21 04:18:53	1221228	1274442	3	Item quality was standard
2012-10-21 07:00:20	1168244	1274002	4	Does what it should
2012-10-21 07:07:31	1150953	1273694	2	The item was good
2012-10-22 07:51:23	1030369	1274106	4	The item was good
2012-10-22 09:04:42	1230628	1274658	4	A great deal!
2012-10-22 22:46:08	1177425	1274255	3	The product was average
2012-10-23 07:30:11	1167334	1273736	5	Performs well!
2012-10-23 20:48:23	1134436	1274477	3	It was alright
2012-10-24 07:38:13	1162980	1274348	3	Item value was standard
2012-10-24 17:32:25	1124427	1274348	4	Alright product
2012-10-24 17:56:58	1140974	1274134	4	Passable but not great
2012-10-24 21:51:05	1057875	1274754	4	OK value
2012-10-25 00:30:31	1088894	1274134	4	The item was good
2012-10-25 02:04:05	1244997	1274103	4	The item was good
2012-10-25 12:25:36	1190933	1274629	3	It was just alright
2012-10-25 12:40:30	1065631	1274084	4	The product was good
2012-10-25 14:32:38	1095939	1274473	4	Product was OK
2012-10-25 16:57:11	1191673	1274467	3	Meh not great
2012-10-25 20:05:05	1103946	1273894	2	This item was poorly built
2012-10-25 21:52:47	1187157	1274516	3	I think it is average
2012-10-26 01:19:08	1113363	1273686	5	I recommend this product
2012-10-26 07:32:51	1191975	1274129	2	I can't recommend this
2012-10-26 10:08:08	1063075	1274131	3	It was just alright
2012-10-26 10:56:57	1090366	1274711	4	You won't find another as good as this one.
2012-10-26 12:48:23	1234740	1274673	1	This is much too expensive
2012-10-26 12:57:04	1067329	1273744	3	This was not the best
2012-10-26 14:21:30	1061751	1274336	4	It does the job
2012-10-26 15:23:19	1130415	1274126	3	Second-rate product
2012-10-26 16:16:31	1163108	1273921	2	Average value
2012-10-26 22:23:58	1151582	1274729	2	Second-rate product
2012-10-27 10:01:10	1161918	1273686	5	A real great bargain
2012-10-27 10:20:23	1239934	1274538	4	Product was OK
2012-10-27 10:59:23	1028353	1274348	3	I felt is was OK
2012-10-27 12:54:29	1228433	1274224	3	Value of product was OK
2012-10-27 13:39:52	1183020	1274140	4	This was perfect for us
2012-10-27 19:16:36	1134171	1274666	3	Second-rate product
2012-10-27 19:22:27	1124990	1274054	3	Not great, but not bad
2012-10-27 22:42:50	1226710	1274127	4	Item value was standard
2012-10-28 00:48:41	1174856	1273997	3	This product is just OK
2012-10-28 10:06:25	1131915	1274532	3	This is a decent product
2012-10-28 10:34:43	1216279	1274470	4	The product was OK for the money
2012-10-28 14:05:25	1157628	1274629	2	OK value
2012-10-28 14:19:18	1171988	1273913	3	The product was good
2012-10-28 14:19:53	1175154	1273769	3	I felt it was average
2012-10-28 14:56:33	1050956	1274053	4	OK product
2012-10-28 16:12:55	1046567	1273896	3	Alright product
2012-10-28 18:44:06	1196058	1274492	3	Value of product was average
2012-10-29 04:31:51	1075694	1274398	3	Average quality
2012-10-29 08:35:00	1045627	1273996	3	This product is just OK
2012-10-29 14:45:04	1030802	1274154	3	OK not special
2012-10-29 18:13:33	1045419	1273852	5	Exceptional product
2012-10-29 23:57:23	1204270	1274059	2	Not great, but not bad
2012-10-30 13:14:48	1063107	1273727	5	Very fine quality
2012-10-30 13:39:55	1032630	1273666	1	Unacceptable quality
2012-10-30 20:36:06	1052298	1274222	4	Shoddy quality
2012-10-31 02:14:21	1215223	1274348	4	It does the job
2012-10-31 10:47:32	1036307	1274538	4	OK value
2012-10-31 16:14:46	1226290	1274673	1	Why do they charge so much?
2012-10-31 20:25:13	1218680	1274532	3	Does what it should
2012-10-31 23:35:34	1196317	1273892	3	Item quality was standard
2012-11-01 07:20:41	1169129	1274482	3	This was not the best
2012-11-01 09:37:01	1206600	1274643	3	Item was second-rate
2012-11-01 10:41:19	1092135	1274284	3	Average product
2012-11-01 14:05:29	1162007	1274475	4	Item quality was standard
2012-11-01 19:06:31	1243845	1273970	3	Product was OK
2012-11-02 00:57:51	1125192	1274463	3	Not great, but not bad
2012-11-02 07:51:44	1161783	1274609	2	Alright product
2012-11-02 09:46:18	1135616	1274536	3	The item was decent
2012-11-02 10:28:48	1086803	1274059	3	Meh
2012-11-02 11:29:28	1027901	1273728	5	We love this product
2012-11-02 13:53:42	1127395	1274468	4	Does what it should do
2012-11-02 14:15:28	1159178	1273856	5	Performs well!
2012-11-02 18:28:26	1169347	1274508	4	Average quality
2012-11-02 22:18:58	1077548	1274613	3	OK value
2012-11-03 01:23:30	1231486	1274118	4	The item was decent
2012-11-03 01:37:52	1189824	1274255	3	The item was decent
2012-11-03 14:10:04	1051808	1274239	3	Value of product was average
2012-11-03 20:02:19	1134715	1274673	1	Why does the red one cost ten times more than the others?
2012-11-03 20:02:19	1218213	1274190	2	The product was OK for the money
2012-11-03 23:44:34	1152062	1274604	4	It was OK
2012-11-04 00:36:51	1161724	1274021	4	OK value
2012-11-04 02:30:53	1156734	1274483	4	Product was OK
2012-11-04 07:10:42	1180765	1274595	2	This is a decent product
2012-11-04 08:12:51	1147632	1274118	4	I have used better
2012-11-04 08:52:36	1235797	1273750	5	Worth every cent
2012-11-04 10:07:06	1042492	1274686	4	The product was average
2012-11-04 17:23:59	1063092	1274522	4	I have used better
2012-11-04 18:51:29	1170003	1273662	5	I wish I had another
2012-11-04 20:06:19	1177933	1274642	3	It was tolerable
2012-11-04 22:11:06	1025882	1273769	2	OK value
2012-11-05 00:29:12	1193108	1274692	2	It was tolerable
2012-11-05 05:48:43	1117964	1274673	1	This is too expensive
2012-11-05 08:22:36	1158055	1274696	2	This product was unacceptable
2012-11-05 08:36:57	1179673	1274072	3	The item was decent
2012-11-05 17:11:23	1087566	1274074	4	Works great!
2012-11-05 17:31:56	1050956	1274519	2	I think it is mediocre
2012-11-05 20:14:08	1028628	1274484	4	This is not the best
2012-11-05 20:23:39	1084869	1274236	4	The product was average
2012-11-05 21:38:04	1199936	1274647	4	Item value was standard
2012-11-06 01:48:26	1178174	1273945	2	Expensive junk
2012-11-06 05:51:13	1158865	1274483	3	It was OK
2012-11-06 07:15:24	1056313	1274304	4	This is a decent product
2012-11-06 08:57:40	1140977	1273708	5	Worth every cent
2012-11-06 12:53:57	1207919	1274051	4	I think it is average
2012-11-07 01:46:15	1027037	1274219	3	Good value
2012-11-07 05:46:27	1092135	1274219	2	Value of product was OK
2012-11-07 06:48:40	1094725	1273894	2	The product was average
2012-11-07 09:25:37	1166522	1273804	4	The product was good
2012-11-07 11:13:55	1240064	1274490	3	Quality was passable
2012-11-07 12:36:18	1056385	1274072	3	It was OK
2012-11-07 12:46:42	1239652	1273851	5	I recommend this product without hesitation
2012-11-07 13:03:37	1146179	1274253	4	Shoddy quality
2012-11-07 22:20:50	1134716	1274699	2	I thought it was awful
2012-11-07 23:36:05	1026283	1274171	4	I have used better
2012-11-08 00:39:23	1162883	1274021	4	Item was second-rate
2012-11-08 16:50:42	1146286	1274531	3	OK value
2012-11-08 23:21:33	1032252	1274304	3	Item value was standard
2012-11-09 08:57:15	1229811	1274234	4	Alright
2012-11-09 11:41:04	1154642	1274195	2	This is not the best
2012-11-09 17:52:36	1231078	1274494	3	Not great, but not bad
2012-11-09 23:33:31	1183576	1274748	4	Good value
2012-11-10 21:32:48	1156827	1274227	3	Good value
2012-11-10 22:35:13	1183127	1274299	3	It was just alright
2012-11-11 01:18:49	1110631	1274029	3	Shoddy quality
2012-11-11 05:20:19	1229345	1274627	3	Item value was standard
2012-11-11 09:51:07	1110308	1274070	4	OK value
2012-11-11 15:04:09	1042471	1274131	4	The item was good
2012-11-11 15:14:15	1131715	1274498	2	This product is just OK
2012-11-12 07:23:27	1141376	1273921	3	OK value
2012-11-12 09:47:17	1230879	1273812	5	Great quality item
2012-11-12 10:29:54	1088087	1273856	5	It was ideal for me
2012-11-12 11:52:56	1212468	1274361	3	Average product
2012-11-12 13:47:45	1246853	1274464	3	Item value was standard
2012-11-12 14:25:22	1070303	1273942	2	Poor quality
2012-11-12 15:01:27	1026287	1273888	5	I am very happy with this item
2012-11-12 17:04:54	1156532	1274487	3	Does what it should
2012-11-12 17:06:38	1124339	1274734	4	OK value
2012-11-12 20:45:31	1233059	1273894	2	Quality was passable
2012-11-12 23:30:31	1250296	1273880	5	Fantastic value
2012-11-13 00:19:14	1126403	1274176	4	The item was decent
2012-11-13 13:14:27	1086719	1274140	4	Second-rate product
2012-11-13 15:07:50	1171392	1274232	3	Mediocre value
2012-11-13 20:02:10	1126227	1274642	3	Shoddy quality
2012-11-13 20:51:12	1101787	1274638	4	This is better than the one I had before
2012-11-14 04:49:23	1163068	1274259	2	This is a decent product
2012-11-14 07:01:54	1025686	1274620	3	It was alright
2012-11-14 17:31:16	1039781	1274259	2	I felt is was OK
2012-11-14 20:06:07	1031627	1274673	1	What is so special about red?
2012-11-15 10:58:08	1113687	1274170	3	The value was OK
2012-11-15 13:07:50	1091206	1274291	2	Item quality was standard
2012-11-15 13:48:12	1129582	1273718	5	I enjoy the item
2012-11-15 17:46:32	1155879	1273851	5	High quality
2012-11-15 19:02:59	1030418	1273931	3	I think it is average
2012-11-15 19:07:27	1137497	1274661	3	Passable but not great
2012-11-15 21:04:18	1138452	1274580	3	Value of product was just alright
2012-11-15 23:28:27	1154355	1273964	2	I felt is was OK
2012-11-16 12:00:16	1079238	1274669	2	This is not the best
2012-11-16 12:41:15	1150940	1274126	3	Item value was standard
2012-11-16 13:41:59	1030083	1274356	4	This product was OK
2012-11-16 14:17:05	1102127	1273972	2	It was OK
2012-11-16 23:07:16	1251631	1274747	4	It was tolerable
2012-11-16 23:22:48	1131888	1274154	4	Quality is excellent
2012-11-17 01:27:10	1128203	1274716	4	Average value
2012-11-17 09:10:19	1179153	1274037	4	Quality was passable
2012-11-17 14:10:28	1176211	1273753	1	Poor value
2012-11-17 15:33:34	1245637	1273738	5	This is the best
2012-11-17 16:39:24	1128120	1274693	3	The product quality was OK
2012-11-17 21:29:55	1088967	1273972	2	Just OK
2012-11-17 23:40:35	1141635	1274348	4	Item was second-rate
2012-11-17 23:49:53	1211484	1274478	4	Does what it should do
2012-11-18 09:20:42	1048000	1273885	5	I love this item!!!
2012-11-18 11:27:18	1149717	1274029	3	The item was good
2012-11-18 12:45:47	1163084	1273662	1	Poor choice
2012-11-18 13:08:57	1205894	1273647	4	It does the job
2012-11-18 13:54:34	1231035	1274470	4	I feel it is decent
2012-11-18 14:08:40	1070153	1274215	3	Passable but overpriced
2012-11-18 14:26:12	1205234	1274348	4	Average quality
2012-11-18 15:31:22	1028683	1274298	2	It was just alright
2012-11-18 19:43:26	1175252	1274582	4	I think it is mediocre
2012-11-18 19:46:38	1209840	1274029	2	Does what it should do
2012-11-18 23:02:49	1029437	1274536	3	Average quality
2012-11-19 07:48:08	1130691	1274735	4	This product was OK
2012-11-19 12:57:36	1111903	1274747	4	The product is good but not great
2012-11-19 18:52:34	1092703	1274660	3	It was tolerable
2012-11-19 22:47:46	1185528	1274365	3	We thought it was average
2012-11-19 23:10:40	1066812	1273686	1	Item was defective
2012-11-19 23:22:37	1220731	1274475	4	It was alright
2012-11-20 10:53:08	1144628	1274619	2	Poor choice
2012-11-20 14:59:20	1149081	1274351	3	Shoddy quality
2012-11-20 20:43:54	1246714	1274490	3	It was alright
2012-11-21 07:35:50	1166284	1273955	3	Product was OK
2012-11-21 08:39:22	1155058	1274754	4	The product was average
2012-11-21 11:57:15	1203377	1273758	1	This product was inferior
2012-11-21 18:11:25	1137981	1274643	4	The product was OK for the money
2012-11-21 18:41:51	1251800	1274176	3	I think it is average
2012-11-22 11:34:22	1162327	1274719	2	Didn't work
2012-11-22 14:02:44	1190698	1274673	1	This overcharging must be a mistake
2012-11-22 16:37:53	1230008	1274108	3	This product is just OK
2012-11-22 18:26:05	1117382	1274042	3	Average product
2012-11-23 01:08:46	1224769	1273956	2	This is not the best
2012-11-23 11:58:20	1074167	1274602	4	I feel it is decent
2012-11-23 14:41:19	1168638	1274223	3	Item quality OK
2012-11-23 17:12:03	1126474	1274147	3	Average reliability
2012-11-23 19:59:29	1217419	1274645	3	OK value
2012-11-23 22:32:24	1192654	1274612	4	Great product
2012-11-23 23:38:43	1185211	1274298	3	Not great, but not bad
2012-11-24 05:30:55	1041858	1274271	4	I think it is average
2012-11-24 11:59:11	1104443	1273767	1	Product was cheaper elsewhere
2012-11-24 13:53:46	1126809	1274632	4	Highly recommended
2012-11-24 16:40:05	1132942	1274727	4	The product quality was OK
2012-11-25 00:57:34	1122161	1274099	2	Item quality OK
2012-11-25 11:56:59	1140921	1274195	3	It was tolerable
2012-11-25 18:27:34	1066311	1274365	4	The product was average
2012-11-25 18:35:10	1193759	1273705	5	Performs well!
2012-11-26 00:32:27	1051628	1274253	4	Passable performance
2012-11-26 09:25:24	1162930	1274364	4	OK value
2012-11-26 09:57:24	1170639	1274149	2	The product was OK for the money
2012-11-26 11:49:24	1033327	1274159	2	Mediocre value
2012-11-26 16:02:39	1177558	1273956	2	I feel it is decent
2012-11-26 16:16:09	1206799	1274245	3	This was not the best
2012-11-26 16:42:36	1114951	1273662	5	A great deal!
2012-11-26 22:04:38	1091836	1274505	4	I felt is was OK
2012-11-27 00:04:41	1198068	1273945	3	Quality was passable
2012-11-27 16:10:40	1086285	1274519	3	Item was second-rate
2012-11-27 17:15:13	1141876	1273732	1	We hate this item
2012-11-27 22:31:25	1067211	1274289	3	OK value
2012-11-28 05:50:42	1206402	1274505	3	Does what it should do
2012-11-28 08:37:38	1244317	1274190	2	Meh
2012-11-28 10:08:01	1136290	1273904	3	OK value
2012-11-28 11:40:07	1113822	1274179	2	This product is just OK
2012-11-28 14:33:03	1121737	1274210	4	Everyone in our house loves this item
2012-11-28 16:03:39	1042426	1274540	3	Item quality OK
2012-11-28 18:00:41	1136726	1274673	1	I don't see why it's so expensive!
2012-11-28 19:51:35	1154227	1274643	3	This product is just OK
2012-11-29 03:15:00	1248656	1273970	2	The product quality was OK
2012-11-29 08:56:54	1063169	1274603	3	OK value
2012-11-29 17:05:51	1153174	1274659	3	The product was good
2012-11-29 21:05:11	1180575	1274703	4	This is not the best
2012-11-30 07:01:34	1163278	1274169	2	This is a decent product
2012-11-30 07:43:15	1049689	1274464	4	Shoddy quality
2012-11-30 08:13:34	1196301	1274704	4	This product was OK
2012-11-30 08:39:07	1163054	1274673	1	Really overpriced
2012-11-30 08:49:43	1100669	1274298	2	This was not the best
2012-11-30 13:22:28	1045361	1274610	4	Performs well!
2012-11-30 15:04:53	1176481	1274275	3	Not great, but not bad
2012-11-30 16:09:19	1187258	1274612	3	Average product
2012-11-30 16:23:07	1087591	1274181	4	This was not the best
2012-11-30 20:08:30	1027901	1273686	5	A quality product
2012-12-01 07:06:08	1242630	1274582	4	I think it is mediocre
2012-12-01 08:31:14	1091405	1274246	3	I feel it is decent
2012-12-01 18:23:04	1034631	1274484	3	Value of product was OK
2012-12-01 19:15:30	1074809	1274602	3	OK value
2012-12-01 20:17:46	1111716	1274503	3	Average
2012-12-02 00:05:17	1042825	1274168	3	Second-rate product
2012-12-02 07:42:23	1196729	1273887	5	You can't beat the price!
2012-12-02 09:35:20	1127223	1274348	4	You won't find another as good as this one.
2012-12-02 09:51:28	1105068	1274538	3	The product was OK for the money
2012-12-02 21:23:22	1134230	1274580	4	This product was OK
2012-12-02 22:38:24	1244629	1274703	4	We thought it was average
2012-12-03 01:54:06	1129573	1274301	4	We thought it was average
2012-12-03 09:14:17	1163087	1274495	2	I felt is was OK
2012-12-03 09:52:55	1054871	1274673	1	Really overpriced
2012-12-03 10:04:50	1066478	1274519	4	It was just alright
2012-12-03 12:11:53	1046298	1273945	2	Alright product
2012-12-03 12:22:00	1215494	1273871	1	Defective item
2012-12-03 13:18:21	1039023	1274210	3	Item quality was standard
2012-12-03 14:44:29	1086288	1274463	4	OK value
2012-12-03 16:21:15	1206156	1274619	2	Item quality was standard
2012-12-04 00:54:44	1113326	1273946	3	Does what it should
2012-12-04 01:28:26	1181498	1274217	3	Item was second-rate
2012-12-04 14:44:35	1093123	1273846	4	Value of product was average
2012-12-04 15:01:41	1047285	1274710	4	This product was OK
2012-12-04 22:20:32	1190695	1274363	4	The item was decent
2012-12-05 03:19:43	1026074	1274234	3	Quality was passable
2012-12-05 05:50:42	1060325	1273799	2	Item was poor choice
2012-12-05 06:35:43	1147749	1274251	4	This is not the best
2012-12-05 08:35:08	1154483	1274038	4	There are none better on the market today
2012-12-05 10:13:40	1147298	1274221	4	Alright product
2012-12-05 11:06:52	1124897	1274503	3	OK value
2012-12-05 13:40:33	1163195	1274620	3	The value was OK
2012-12-05 14:53:14	1076439	1274140	3	The product was OK for the money
2012-12-05 15:11:17	1125001	1274258	3	I felt is was OK
2012-12-05 16:41:10	1156280	1274363	4	Does what it should
2012-12-06 02:37:45	1206418	1273922	2	This is a decent product
2012-12-06 04:23:58	1100821	1274053	4	We thought it was average
2012-12-06 12:47:16	1190169	1274033	3	The item was decent
2012-12-06 15:41:19	1081064	1273997	2	It does the job
2012-12-06 16:11:57	1084246	1274466	4	Item was second-rate
2012-12-07 04:54:14	1240471	1273769	2	I demanded a new one
2012-12-07 07:09:23	1102757	1274516	4	I think it is mediocre
2012-12-07 08:40:52	1045461	1274467	4	This product was OK
2012-12-07 10:02:41	1150023	1274651	3	This was not the best
2012-12-07 10:28:40	1029581	1274517	3	Mediocre quality
2012-12-07 10:33:53	1063320	1274193	2	This product was OK
2012-12-07 11:04:04	1047850	1274112	3	Average product
2012-12-07 21:43:02	1132369	1274223	4	The value was OK
2012-12-07 22:35:32	1177631	1274080	4	Item value was standard
2012-12-09 10:02:00	1099628	1274614	4	Item quality was standard
2012-12-09 10:18:23	1137193	1274212	3	This was not the best
2012-12-09 12:15:04	1025793	1274672	4	Item quality was standard
2012-12-09 15:27:42	1207279	1274668	3	Passable
2012-12-09 22:34:31	1241788	1274274	4	Item quality OK
2012-12-10 01:03:10	1233559	1274523	4	The product was good
2012-12-10 05:02:20	1221775	1274363	3	Does what it should
2012-12-10 09:27:15	1183968	1274037	4	The value was OK
2012-12-11 08:41:11	1045183	1274498	2	Second-rate product
2012-12-11 19:35:19	1209006	1274523	4	It does the job
2012-12-12 11:36:09	1128182	1274261	4	Meh
2012-12-12 15:48:18	1185658	1274272	4	This is a decent product
2012-12-12 21:04:54	1154506	1274372	4	This is a decent product
2012-12-12 23:01:25	1137889	1274236	4	The product is good but not great
2012-12-13 01:02:32	1027964	1274474	4	The item was good
2012-12-13 07:25:55	1217838	1274526	4	Alright product
2012-12-13 08:45:16	1112166	1273649	4	The item was good
2012-12-13 11:42:09	1083491	1274112	4	Average value
2012-12-13 14:52:38	1224623	1274090	2	I think it is average
2012-12-13 16:03:08	1205718	1274221	4	The product was average
2012-12-13 16:42:10	1180398	1274085	4	I think it is average
2012-12-13 21:10:27	1115636	1274613	4	This is better than the previous model
2012-12-14 01:10:59	1142678	1274348	3	Average quality
2012-12-15 03:58:59	1125374	1274673	2	This is WAY overpriced!
2012-12-15 07:27:37	1172731	1274255	4	OK for the money
2012-12-15 08:57:07	1214628	1273662	5	This was perfect for me
2012-12-15 15:38:16	1047165	1274520	3	The item was good
2012-12-15 16:11:58	1190015	1273984	2	Item quality OK
2012-12-15 18:20:14	1120099	1274638	4	Average quality
2012-12-15 19:27:55	1042412	1274103	3	The item was good
2012-12-16 09:57:35	1148144	1274680	4	I like this a lot
2012-12-16 10:10:09	1129144	1274218	4	Value of product was OK
2012-12-16 11:09:10	1233855	1274673	1	Why do they charge so much?
2012-12-16 21:29:57	1243817	1274243	3	It was OK
2012-12-17 07:16:50	1174762	1274482	3	It was just alright
2012-12-17 14:31:53	1097938	1273758	4	Item value was standard
2012-12-17 15:34:38	1143632	1274472	4	Will buy a second one
2012-12-17 15:46:51	1194501	1274081	3	This was not the best
2012-12-17 17:46:16	1204201	1274698	3	The product was average
2012-12-17 18:59:42	1056314	1273744	3	The value was OK
2012-12-17 21:04:00	1248707	1274534	3	Just OK
2012-12-18 11:21:32	1250302	1274348	3	I think it is mediocre
2012-12-18 16:13:50	1130299	1273984	3	I felt it was average
2012-12-19 00:55:53	1159531	1274534	3	The product quality was OK
2012-12-19 07:49:24	1143835	1274673	1	Why does the red one cost ten times more than the others?
2012-12-19 11:27:47	1055319	1274673	1	What is so special about red?
2012-12-20 01:34:20	1127815	1274676	3	I have used better
2012-12-20 10:26:03	1039983	1274265	4	This was not the best
2012-12-20 10:42:24	1046090	1274673	1	Why does the red one cost ten times more than the others?
2012-12-20 16:44:39	1135624	1274673	1	Why does the red one cost ten times more than the others?
2012-12-20 18:23:55	1180522	1274651	4	The item was decent
2012-12-20 18:24:27	1240446	1274492	3	I think it is average
2012-12-21 01:59:15	1245132	1274673	1	This is too expensive
2012-12-21 07:10:33	1156291	1274664	4	It was OK
2012-12-21 07:27:39	1165927	1274681	4	Item value was standard
2012-12-21 10:40:26	1167765	1274348	3	It was tolerable
2012-12-21 13:43:23	1062972	1274371	3	Item was second-rate
2012-12-21 15:12:39	1140892	1274209	2	I felt it was average
2012-12-21 15:54:25	1079269	1273784	3	We thought it was average
2012-12-21 17:18:12	1085958	1273846	4	It does the job
2012-12-21 23:29:08	1206299	1273779	3	Average quality
2012-12-22 00:14:59	1175907	1274638	4	Meh
2012-12-22 08:04:59	1210034	1273782	5	I like this a lot
2012-12-22 08:35:20	1097349	1274500	4	Shoddy quality
2012-12-22 08:36:11	1048733	1273888	5	Easy to use
2012-12-22 08:51:10	1030063	1274213	3	Does what it should
2012-12-22 10:13:29	1228221	1274243	3	Just OK
2012-12-22 10:15:24	1137982	1274217	4	The product was good
2012-12-22 20:05:46	1078959	1274487	4	I think it is average
2012-12-22 22:25:05	1180946	1274322	3	Product was OK
2012-12-23 04:20:21	1054229	1274346	3	Passable
2012-12-23 10:32:23	1034298	1273681	5	I like this a lot
2012-12-23 10:45:32	1151575	1274021	3	Item was second-rate
2012-12-23 10:46:14	1192276	1274131	3	OK value
2012-12-23 18:55:06	1178591	1274244	4	Value of product was OK
2012-12-23 21:30:38	1155289	1274224	4	OK value
2012-12-23 22:41:09	1249722	1274729	4	Item was second-rate
2012-12-24 16:35:50	1147298	1274670	3	This product was OK
2012-12-24 21:26:30	1114514	1273818	5	This was a good choice
2012-12-25 02:51:41	1191044	1274167	3	The product was OK for the money
2012-12-25 11:36:54	1176180	1274673	1	Really overpriced
2012-12-25 12:44:22	1130192	1274682	3	The product was average
2012-12-25 13:17:53	1234644	1274284	4	It was alright
2012-12-25 19:56:35	1226309	1274210	3	Value of product was just alright
2012-12-26 00:50:12	1161853	1274152	4	I felt is was OK
2012-12-26 16:03:58	1206529	1274258	4	Does what it should
2012-12-26 19:08:50	1167732	1273850	5	Very reasonable cost
2012-12-26 22:58:21	1237411	1274154	3	I feel it is decent
2012-12-27 09:29:25	1181374	1274348	3	Good value
2012-12-27 12:52:34	1177064	1274435	4	Worth every cent
2012-12-27 13:45:35	1210454	1274348	4	Item quality OK
2012-12-27 17:13:14	1035764	1274132	3	Alright but cheaper elsewhere
2012-12-28 07:01:06	1113146	1274467	3	This product is just OK
2012-12-28 08:02:53	1163156	1274359	3	This was not the best
2012-12-28 12:40:35	1163629	1274681	4	I have used better
2012-12-28 12:58:20	1092829	1273997	3	The item was decent
2012-12-28 13:52:09	1158841	1274700	3	Average product
2012-12-29 02:26:41	1031325	1274044	3	The product was good
2012-12-29 08:43:08	1027979	1274613	3	Average quality
2012-12-29 11:42:40	1212208	1273763	5	It just worked perfectly
2012-12-29 11:52:02	1236051	1274616	3	This is not the best
2012-12-29 14:48:43	1202077	1274489	3	I feel it is decent
2012-12-29 15:13:37	1095069	1274348	4	This product is just OK
2012-12-30 02:36:50	1162945	1274519	3	Shoddy quality
2012-12-30 08:51:38	1179504	1274467	4	There are none better on the market today
2012-12-30 09:00:08	1091434	1274057	3	Average value
2012-12-30 09:55:19	1145461	1274712	3	The product was good
2012-12-30 10:31:21	1161853	1274146	4	The product was OK for the money
2012-12-30 12:24:16	1127048	1274260	4	Average quality
2012-12-30 13:42:56	1212795	1273863	5	Quality is excellent
2012-12-30 13:57:19	1062882	1274516	4	I think it is average
2012-12-31 12:20:43	1173821	1274748	3	The product was average
2012-12-31 18:58:01	1187086	1274247	3	The item was decent
